Table1
title=_t	_x	_y	t	x	y	v_x	v_y	a_x	a_y	
97	136	158	3,201	8,37	4,47	-3,18	-27,27	2,30	119,38	
98	134	170	3,234	8,23	3,61	-3,18	-22,88	13,77	181,36	
99	133	179	3,267	8,16	2,96	-2,27	-15,30	13,77	247,93	
100	132	184	3,300	8,08	2,60	-2,27	-6,52	18,37	247,93	
101	131	185	3,333	8,01	2,53	-1,06	1,06	34,44	213,50	
102	131	183	3,366	8,01	2,67	0,00	7,58	32,14	199,72	
103	131	178	3,399	8,01	3,03	1,06	14,24	16,07	199,72	
104	132	170	3,432	8,08	3,61	1,06	20,76	2,30	165,29	
105	132	159	3,465	8,08	4,40	1,21	25,15	34,44	117,08	
106	133	147	3,498	8,16	5,27	3,33	28,48	29,84	66,57	
107	135	133	3,531	8,30	6,28	3,18	29,55	-18,37	-18,37	
108	136	120	3,564	8,37	7,22	2,12	27,27	2,30	-66,57	
109	137	108	3,597	8,44	8,08	3,33	25,15	34,44	-80,35	
110	139	97	3,630	8,59	8,88	4,39	21,97	-2,30	-117,08	
111	141	88	3,663	8,73	9,53	3,18	17,42	-16,07	-183,65	
112	142	81	3,696	8,80	10,03	3,33	9,85	2,30	-247,93	
113	144	79	3,729	8,95	10,18	3,33	1,06	-18,37	-250,23	
114	145	80	3,762	9,02	10,10	2,12	-6,67	-34,44	-98,71	
115	146	85	3,795	9,09	9,74	1,06	-5,45	-32,14	-29,84	
116	146	85	3,828	9,09	9,74	0,00	-8,64	-16,07	-231,86	
117	146	93	3,861	9,09	9,17	0,00	-20,76	0,00	-52,80	
118	146	104	3,894	9,09	8,37	0,00	-12,12	-16,07	-165,29	
119	146	104	3,927	9,09	8,37	-1,06	-31,67	-32,14	-544,08	
120	145	133	3,960	9,02	6,28	-2,12	-48,03	0,00	16,07	
121	144	148	3,993	8,95	5,20	-1,06	-30,61	16,07	312,21	
122	144	161	4,026	8,95	4,26	-1,06	-27,42	0,00	130,85	
123	143	173	4,059	8,88	3,39	-1,06	-21,97	-2,30	218,09	
124	143	181	4,092	8,88	2,81	-1,21	-13,03	-2,30	250,23	
125	142	185	4,125	8,80	2,53	-1,21	-5,45	18,37	213,50	
126	142	186	4,158	8,80	2,45	0,00	1,06	18,37	215,79	
127	142	184	4,191	8,80	2,60	0,00	8,79	-16,07	231,86	
128	142	178	4,224	8,80	3,03	-1,06	16,36	-16,07	197,43	
129	141	169	4,257	8,73	3,68	-1,06	21,82	16,07	149,22	
130	141	158	4,290	8,73	4,47	0,00	26,21	16,07	101,01	
131	141	145	4,323	8,73	5,41	0,00	28,48	-16,07	34,44	
132	141	132	4,356	8,73	6,35	-1,06	28,48	-16,07	-16,07	
133	140	119	4,389	8,66	7,29	-1,06	27,42	0,00	-50,51	
134	140	107	4,422	8,66	8,16	-1,06	25,15	0,00	-101,01	
135	139	96	4,455	8,59	8,95	-1,06	20,76	0,00	-165,29	
136	139	88	4,488	8,59	9,53	-1,06	14,24	0,00	-183,65	
137	138	83	4,521	8,52	9,89	-1,06	8,64	-2,30	-199,72	
138	138	80	4,554	8,52	10,10	-1,21	1,06	-2,30	-245,64	
139	137	82	4,587	8,44	9,96	-1,21	-7,58	2,30	-231,86	
140	137	87	4,620	8,44	9,60	-1,06	-14,24	-13,77	-215,79	
141	136	95	4,653	8,37	9,02	-2,12	-21,82	0,00	-197,43	
142	135	107	4,686	8,30	8,16	-1,06	-27,27	16,07	-117,08	
143	135	120	4,719	8,30	7,22	-1,06	-29,55	-16,07	-68,87	
144	134	134	4,752	8,23	6,21	-2,12	-31,82	0,00	-16,07	
145	133	149	4,785	8,16	5,12	-1,06	-30,61	32,14	84,94	
146	133	162	4,818	8,16	4,19	0,00	-26,21	16,07	146,92	
147	133	173	4,851	8,16	3,39	0,00	-20,91	0,00	199,72	
148	133	181	4,884	8,16	2,81	0,00	-13,03	16,07	234,16	
149	133	185	4,917	8,16	2,53	1,06	-5,45	48,21	229,57	
150	134	186	4,950	8,23	2,45	3,18	2,12	32,14	231,86	
151	136	183	4,983	8,37	2,67	3,18	9,85	2,30	234,16	
152	137	177	5,016	8,44	3,10	3,33	17,58	18,37	199,72	
153	139	167	5,049	8,59	3,83	4,39	23,03	16,07	130,85	
154	141	156	5,082	8,73	4,62	4,39	26,21	0,00	82,64	
155	143	143	5,115	8,88	5,56	4,39	28,48	0,00	32,14	
156	145	130	5,148	9,02	6,50	4,39	28,33	-32,14	-218,09	
157	147	117	5,181	9,17	7,43	2,27	14,09	-50,51	-229,57	
158	147	117	5,214	9,17	7,43	1,06	13,18	-2,30	167,58	
159	148	105	5,247	9,24	8,30	2,12	25,15	16,07	114,78	
160	149	94	5,280	9,31	9,09	2,12	20,76	-16,07	-247,93	
161	150	86	5,313	9,38	9,67	1,06	8,79	-32,14	-197,43	
162	150	86	5,346	9,38	9,67	0,00	7,73	-16,07	-50,51	
163	150	79	5,379	9,38	10,18	0,00	5,45	-16,07	-266,30	
164	150	81	5,412	9,38	10,03	-1,06	-9,85	-32,14	-346,65	
165	149	88	5,445	9,31	9,53	-2,12	-17,42	-34,44	-199,72	
166	148	97	5,478	9,24	8,88	-3,33	-23,03	-18,37	-151,52	
167	146	109	5,511	9,09	8,01	-3,33	-27,42	2,30	-114,78	
168	145	122	5,544	9,02	7,07	-3,18	-30,61	-16,07	-64,28	
169	143	137	5,577	8,88	5,99	-4,39	-31,67	-2,30	16,07	
170	141	151	5,610	8,73	4,98	-3,33	-29,55	18,37	98,71	
171	140	164	5,643	8,66	4,04	-3,18	-25,15	-16,07	165,29	
172	138	174	5,676	8,52	3,32	-4,39	-18,64	-2,30	199,72	
173	136	181	5,709	8,37	2,81	-3,33	-11,97	34,44	218,09	
174	135	185	5,742	8,30	2,53	-2,12	-4,24	18,37	245,64	
175	134	185	5,775	8,23	2,53	-2,12	4,24	-2,30	245,64	
176	133	181	5,808	8,16	2,81	-2,27	11,97	13,77	202,02	
177	132	174	5,841	8,08	3,32	-1,21	17,58	34,44	149,22	
178	132	165	5,874	8,08	3,97	0,00	21,82	36,73	130,85	
179	132	154	5,907	8,08	4,76	1,21	26,21	18,37	101,01	
180	133	141	5,940	8,16	5,70	1,21	28,48	-2,30	34,44	
181	133	128	5,973	8,16	6,64	1,06	28,48	13,77	-18,37	
182	134	115	6,006	8,23	7,58	2,12	27,27	16,07	-66,57	
183	135	103	6,039	8,30	8,44	2,12	24,09	0,00	-114,78	
184	136	93	6,072	8,37	9,17	2,12	19,70	2,30	-167,58	
185	137	85	6,105	8,44	9,74	2,27	13,03	2,30	-215,79	
186	138	81	6,138	8,52	10,03	2,27	5,45	-2,30	-213,50	
187	139	80	6,171	8,59	10,10	2,12	-1,06	-18,37	-213,50	
188	140	82	6,204	8,66	9,96	1,06	-8,64	-32,14	-250,23	
189	140	88	6,237	8,66	9,53	0,00	-17,58	-16,07	-234,16	
190	140	98	6,270	8,66	8,80	0,00	-24,09	0,00	-162,99	
191	140	110	6,303	8,66	7,94	0,00	-28,33	0,00	-114,78	
192	140	124	6,336	8,66	6,93	0,00	-31,67	16,07	-50,51	
193	140	139	6,369	8,66	5,85	1,06	-31,67	16,07	32,14	
194	141	153	6,402	8,73	4,84	1,06	-29,55	-16,07	98,71	
195	141	166	6,435	8,73	3,90	0,00	-25,15	0,00	165,29	
196	141	176	6,468	8,73	3,18	1,06	-18,64	34,44	213,50	
197	142	183	6,501	8,80	2,67	2,27	-11,06	2,30	231,86	
198	143	186	6,534	8,88	2,45	1,21	-3,33	-34,44	167,58	
199	143	186	6,567	8,88	2,45	0,00	0,00	-2,30	117,08	
200	143	186	6,600	8,88	2,45	1,06	4,39	16,07	199,72	
201	144	182	6,633	8,95	2,74	1,06	13,18	0,00	415,52	
202	144	174	6,666	8,95	3,32	1,06	31,82	0,00	149,22	
203	145	153	6,699	9,02	4,84	1,06	23,03	-16,07	-268,60	
204	145	153	6,732	9,02	4,84	0,00	14,09	-16,07	80,35	
205	145	140	6,765	9,02	5,77	0,00	28,33	0,00	218,09	
206	145	127	6,798	9,02	6,71	0,00	28,48	0,00	-13,77	
207	145	114	6,831	9,02	7,65	0,00	27,42	0,00	-66,57	
208	145	102	6,864	9,02	8,52	0,00	24,09	-16,07	-135,45	
209	145	92	6,897	9,02	9,24	-1,06	18,48	-16,07	-183,65	
210	144	85	6,930	8,95	9,74	-1,06	11,97	0,00	-213,50	
211	144	81	6,963	8,95	10,03	-1,06	4,39	-18,37	-229,57	
212	143	81	6,996	8,88	10,03	-2,27	-3,18	-34,44	-215,79	
213	142	84	7,029	8,80	9,82	-3,33	-9,85	-13,77	-218,09	
214	140	90	7,062	8,66	9,38	-3,18	-17,58	0,00	-231,86	
215	139	100	7,095	8,59	8,66	-3,33	-25,15	-2,30	-165,29	
216	137	113	7,128	8,44	7,72	-3,33	-28,48	2,30	-82,64	
217	136	126	7,161	8,37	6,78	-3,18	-30,61	-16,07	-32,14	
218	134	141	7,194	8,23	5,70	-4,39	-30,61	-2,30	50,51	
219	132	154	7,227	8,08	4,76	-3,33	-27,27	34,44	101,01	
220	131	166	7,260	8,01	3,90	-2,12	-23,94	34,44	146,92	
221	130	176	7,293	7,94	3,18	-1,06	-17,58	32,14	213,50	
222	130	182	7,326	7,94	2,74	0,00	-9,85	32,14	234,16	
223	130	185	7,359	7,94	2,53	1,06	-2,12	32,14	231,86	
224	131	184	7,392	8,01	2,60	2,12	5,45	18,37	229,57	
225	132	180	7,425	8,08	2,89	2,27	13,03	18,37	215,79	
226	133	172	7,458	8,16	3,46	3,33	19,70	29,84	167,58	
227	135	162	7,491	8,30	4,19	4,24	24,09	16,07	98,71	
228	137	150	7,524	8,44	5,05	4,39	26,21	2,30	66,57	
229	139	138	7,557	8,59	5,92	4,39	28,48	0,00	32,14	
230	141	124	7,590	8,73	6,93	4,39	28,33	-16,07	-34,44	
231	143	112	7,623	8,88	7,79	3,33	26,21	-18,37	-80,35	
232	144	100	7,656	8,95	8,66	3,18	23,03	0,00	-130,85	
233	146	91	7,689	9,09	9,31	3,33	17,58	-13,77	-167,58	
234	147	84	7,722	9,17	9,82	2,27	11,97	-34,44	-202,02	
235	148	80	7,755	9,24	10,10	1,06	4,24	-18,37	-245,64	
236	148	80	7,788	9,24	10,10	1,06	-4,24	0,00	-245,64	
237	149	84	7,821	9,31	9,82	1,06	-11,97	-16,07	-52,80	
238	149	91	7,854	9,31	9,31	0,00	-7,73	-16,07	16,07	
239	149	91	7,887	9,31	9,31	0,00	-10,91	-16,07	-264,00	
240	149	101	7,920	9,31	8,59	-1,06	-25,15	-50,51	-546,37	
241	148	114	7,953	9,24	7,65	-3,33	-46,97	-18,37	-114,78	
242	146	144	7,986	9,09	5,49	-2,27	-32,73	34,44	495,87	
243	146	144	8,019	9,09	5,49	-1,06	-14,24	-32,14	-68,87	
244	145	157	8,052	9,02	4,55	-4,39	-37,27	-34,44	-133,15	
245	142	178	8,085	8,80	3,03	-3,33	-23,03	34,44	466,02	
246	142	178	8,118	8,80	3,03	-2,12	-6,52	2,30	215,79	
247	140	184	8,151	8,66	2,60	-3,18	-8,79	0,00	98,71	
248	139	186	8,184	8,59	2,45	-2,12	0,00	13,77	250,23	
249	138	184	8,217	8,52	2,60	-2,27	7,73	-2,30	215,79	
250	137	179	8,250	8,44	2,96	-2,27	14,24	2,30	197,43	
251	136	171	8,283	8,37	3,54	-2,12	20,76	18,37	165,29	
252	135	160	8,316	8,30	4,33	-1,06	25,15	32,14	82,64	
253	135	148	8,349	8,30	5,20	0,00	26,21	32,14	32,14	
254	135	136	8,382	8,30	6,06	1,06	27,27	16,07	34,44	
255	136	123	8,415	8,37	7,00	1,06	28,48	-16,07	-16,07	
256	136	110	8,448	8,37	7,94	0,00	26,21	-16,07	-101,01	
257	136	99	8,481	8,37	8,73	0,00	21,82	0,00	-146,92	
258	136	90	8,514	8,37	9,38	0,00	16,52	0,00	-181,36	
259	136	84	8,547	8,37	9,82	0,00	9,85	0,00	-202,02	
260	136	81	8,580	8,37	10,03	0,00	3,18	0,00	-215,79	
261	136	81	8,613	8,37	10,03	0,00	-4,39	0,00	-229,57	
262	136	85	8,646	8,37	9,74	0,00	-11,97	-16,07	-231,86	
263	136	92	8,679	8,37	9,24	-1,06	-19,70	-16,07	-215,79	
264	135	103	8,712	8,30	8,44	-1,06	-26,21	16,07	-146,92	
265	135	116	8,745	8,30	7,51	0,00	-29,39	16,07	-84,94	
266	135	130	8,778	8,30	6,50	0,00	-31,82	16,07	-20,66	
267	135	145	8,811	8,30	5,41	1,06	-30,76	16,07	68,87	
268	136	158	8,844	8,37	4,47	1,06	-27,27	0,00	119,38	
269	136	170	8,877	8,37	3,61	1,06	-22,88	18,37	181,36	
270	137	179	8,910	8,44	2,96	2,27	-15,30	18,37	229,57	
271	138	184	8,943	8,52	2,60	2,27	-7,73	13,77	231,86	
272	139	186	8,976	8,59	2,45	3,18	0,00	13,77	234,16	
273	141	184	9,009	8,73	2,60	3,18	7,73	-13,77	231,86	
274	142	179	9,042	8,80	2,96	2,27	15,30	-13,77	213,50	
275	143	170	9,075	8,88	3,61	2,27	21,82	-2,30	149,22	
276	144	159	9,108	8,95	4,40	2,12	25,15	-2,30	84,94	
277	145	147	9,141	9,02	5,27	2,12	27,42	2,30	48,21	
278	146	134	9,174	9,09	6,21	2,27	28,33	2,30	13,77	
279	147	121	9,207	9,17	7,14	2,27	28,33	-18,37	-213,50	
280	148	108	9,240	9,24	8,08	1,06	14,24	-18,37	-264,00	
281	148	108	9,273	9,24	8,08	1,06	10,91	0,00	199,72	
282	149	98	9,306	9,31	8,80	1,06	27,42	-16,07	133,15	
283	149	83	9,339	9,31	9,89	0,00	19,70	-16,07	-367,31	
284	149	80	9,372	9,31	10,10	0,00	3,18	-16,07	-314,51	
285	149	80	9,405	9,31	10,10	-1,06	-1,06	-66,57	-280,07	
286	148	81	9,438	9,24	10,03	-4,39	-15,30	-66,57	-381,08	
287	145	94	9,471	9,02	9,09	-5,45	-26,21	34,44	50,51	
288	143	105	9,504	8,88	8,30	-2,12	-11,97	48,21	181,36	
289	143	105	9,537	8,88	8,30	-2,27	-14,24	-34,44	-266,30	
290	141	118	9,570	8,73	7,36	-4,39	-29,55	-32,14	-264,00	
291	139	132	9,603	8,59	6,35	-4,39	-31,67	0,00	-16,07	
292	137	147	9,636	8,44	5,27	-4,39	-30,61	2,30	82,64	
293	135	160	9,669	8,30	4,33	-4,24	-26,21	16,07	149,22	
294	133	171	9,702	8,16	3,54	-3,33	-20,76	29,84	197,43	
295	132	179	9,735	8,08	2,96	-2,27	-13,18	34,44	231,86	
296	131	183	9,768	8,01	2,67	-1,06	-5,45	34,44	215,79	
297	131	184	9,801	8,01	2,60	0,00	1,06	16,07	215,79	
298	131	182	9,834	8,01	2,74	0,00	8,79	16,07	215,79	
299	131	176	9,867	8,01	3,18	1,06	15,30	34,44	181,36	
300	132	168	9,900	8,08	3,75	2,27	20,76	18,37	149,22	
301	133	157	9,933	8,16	4,55	2,27	25,15	-2,30	98,71	
302	134	145	9,966	8,23	5,41	2,12	27,27	-2,30	50,51	
303	135	132	9,999	8,30	6,35	2,12	28,48	18,37	2,30	
304	136	119	10,032	8,37	7,29	3,33	27,42	18,37	-50,51	
305	138	107	10,065	8,52	8,16	3,33	25,15	-18,37	-101,01	
306	139	96	10,098	8,59	8,95	2,12	20,76	-18,37	-149,22	
307	140	88	10,131	8,66	9,53	2,12	15,30	18,37	-183,65	
308	141	82	10,164	8,73	9,96	3,33	8,64	18,37	-231,86	
309	143	80	10,197	8,88	10,10	3,33	0,00	-18,37	-245,64	
310	144	82	10,230	8,95	9,96	2,12	-7,58	-34,44	-215,79	
311	145	87	10,263	9,02	9,60	1,06	-14,24	-16,07	-215,79	
312	145	95	10,296	9,02	9,02	1,06	-21,82	0,00	-215,79	
313	146	107	10,329	9,09	8,16	1,06	-28,48	-16,07	-135,45	
314	146	121	10,362	9,09	7,14	0,00	-30,76	-32,14	-48,21	
315	146	135	10,395	9,09	6,13	-1,06	-31,67	-16,07	20,66	
316	145	150	10,428	9,02	5,05	-1,06	-29,39			
317	145	162	10,461	9,02	4,19					
