Table1
title=_t	_x	_y	t	x	y	v_x	v_y	a_x	a_y	
102	140	130	3,366	8,33	6,25	1,06	16,82			
103	141	122	3,399	8,40	6,80	2,12	14,70	0,00	-110,19	
104	142	116	3,432	8,47	7,22	1,06	9,55	-32,14	-174,47	
105	142	113	3,465	8,47	7,43	0,00	3,18	-16,07	-130,85	
106	142	113	3,498	8,47	7,43	0,00	0,91	0,00	-144,63	
107	142	112	3,531	8,47	7,49	0,00	-6,36	0,00	-123,97	
108	142	119	3,564	8,47	7,01	0,00	-7,27	-16,07	-32,14	
109	142	119	3,597	8,47	7,01	-1,06	-8,48	-32,14	-160,70	
110	141	127	3,630	8,40	6,45	-2,12	-17,88	0,00	-13,77	
111	140	136	3,663	8,33	5,83	-1,06	-9,39	0,00	-128,56	
112	140	136	3,696	8,33	5,83	-2,12	-26,36	-32,14	-399,45	
113	138	161	3,729	8,19	4,09	-3,18	-35,76	0,00	98,71	
114	137	170	3,762	8,12	3,47	-2,12	-19,85	16,07	254,82	
115	136	180	3,795	8,05	2,78	-2,12	-18,94	0,00	91,83	
116	135	188	3,828	7,98	2,22	-2,12	-13,79	16,07	160,70	
117	134	193	3,861	7,91	1,87	-1,06	-8,33	16,07	176,77	
118	134	196	3,894	7,91	1,67	-1,06	-2,12	0,00	188,25	
119	133	195	3,927	7,84	1,73	-1,06	4,09	32,14	176,77	
120	133	192	3,960	7,84	1,94	1,06	9,55	32,14	160,70	
121	134	186	3,993	7,91	2,36	1,06	14,70	0,00	126,26	
122	134	178	4,026	7,91	2,91	1,06	17,88	0,00	48,21	
123	135	169	4,059	7,98	3,54	1,06	17,88	-96,42	96,42	
124	135	161	4,092	7,98	4,09	-5,30	24,24	16,07	112,49	
125	130	146	4,125	7,63	5,14	2,12	25,30	208,91	-98,71	
126	137	137	4,158	8,12	5,76	8,48	17,73	-16,07	-128,56	
127	138	129	4,191	8,19	6,31	1,06	16,82	-112,49	-59,69	
128	138	121	4,224	8,19	6,87	1,06	13,79	0,00	-126,26	
129	139	116	4,257	8,26	7,22	1,06	8,48	-16,07	-160,70	
130	139	113	4,290	8,26	7,43	0,00	3,18	-16,07	-176,77	
131	139	113	4,323	8,26	7,43	0,00	-3,18	0,00	-176,77	
132	139	116	4,356	8,26	7,22	0,00	-8,48	0,00	-160,70	
133	139	121	4,389	8,26	6,87	0,00	-13,79	-16,07	-126,26	
134	139	129	4,422	8,26	6,31	-1,06	-16,82			
135	138	137	4,455	8,19	5,76					
										
137	137	162	4,521	8,12	4,02					
138	136	171	4,554	8,05	3,40	-1,06	-19,85			
139	136	181	4,587	8,05	2,71	-1,06	-17,88	0,00	107,90	
140	135	188	4,620	7,98	2,22	-1,06	-12,73	16,07	158,40	
141	135	193	4,653	7,98	1,87	0,00	-7,42	16,07	176,77	
142	135	195	4,686	7,98	1,73	0,00	-1,06	16,07	176,77	
143	135	194	4,719	7,98	1,80	1,06	4,24	16,07	160,70	
144	136	191	4,752	8,05	2,01	1,06	9,55	0,00	158,40	
145	136	185	4,785	8,05	2,43	1,06	14,70	16,07	126,26	
146	137	177	4,818	8,12	2,98	2,12	17,88	16,07	48,21	
147	138	168	4,851	8,19	3,61	2,12	17,88	-64,28	-80,35	
148	139	160	4,884	8,26	4,16	-2,12	12,58	-16,07	96,42	
149	136	156	4,917	8,05	4,44	1,06	24,24	96,42	238,75	
150	140	137	4,950	8,33	5,76	4,24	28,33	-16,07	-241,05	
151	140	129	4,983	8,33	6,31	0,00	8,33	-48,21	-316,80	
152	140	129	5,016	8,33	6,31	1,06	7,42	16,07	66,57	
153	141	122	5,049	8,40	6,80	1,06	12,73	-16,07	-32,14	
154	141	117	5,082	8,40	7,15	0,00	5,30	-16,07	-144,63	
155	141	117	5,115	8,40	7,15	0,00	3,18	-16,07	-80,35	
156	141	114	5,148	8,40	7,36	-1,06	0,00	-32,14	-192,84	
157	140	117	5,181	8,33	7,15	-2,12	-9,55	0,00	-206,61	
158	139	123	5,214	8,26	6,73	-1,06	-13,64	16,07	-94,12	
159	139	130	5,247	8,26	6,25	-1,06	-15,76			
160	138	138	5,280	8,19	5,69					
										
162	136	163	5,346	8,05	3,96					
163	135	172	5,379	7,98	3,33	-2,12	-18,94			
164	134	181	5,412	7,91	2,71	-2,12	-16,82	16,07	110,19	
165	133	188	5,445	7,84	2,22	-1,06	-11,67	32,14	158,40	
166	133	192	5,478	7,84	1,94	0,00	-6,36	16,07	160,70	
167	133	194	5,511	7,84	1,80	0,00	-1,06	0,00	176,77	
168	133	193	5,544	7,84	1,87	0,00	5,30	16,07	176,77	
169	133	189	5,577	7,84	2,15	1,06	10,61	32,14	142,33	
170	134	183	5,610	7,91	2,57	2,12	14,70	16,07	110,19	
171	135	175	5,643	7,98	3,12	2,12	17,88	-16,07	32,14	
172	136	166	5,676	8,05	3,75	1,06	16,82	0,00	-96,42	
173	136	159	5,709	8,05	4,23	2,12	11,52	32,14	112,49	
174	138	155	5,742	8,19	4,51	3,18	24,24	0,00	254,82	
175	139	136	5,775	8,26	5,83	2,12	28,33	-32,14	-144,63	
176	140	128	5,808	8,33	6,38	1,06	14,70	-16,07	-252,53	
177	140	122	5,841	8,33	6,80	1,06	11,67	0,00	-110,19	
178	141	117	5,874	8,40	7,15	1,06	7,42	-16,07	-160,70	
179	141	115	5,907	8,40	7,29	0,00	1,06	-16,07	-176,77	
180	141	116	5,940	8,40	7,22	0,00	-4,24	0,00	-144,63	
181	141	119	5,973	8,40	7,01	0,00	-8,48	-16,07	-142,33	
182	141	124	6,006	8,40	6,66	-1,06	-13,64	-16,07	-110,19	
183	140	132	6,039	8,33	6,11	-1,06	-15,76	80,35	-160,70	
184	140	139	6,072	8,33	5,62	4,24	-24,24	-16,07	-158,40	
185	144	155	6,105	8,61	4,51	-2,12	-26,21	-176,77	80,35	
186	138	164	6,138	8,19	3,89	-7,42	-18,94	16,07	252,53	
187	137	173	6,171	8,12	3,26	-1,06	-9,55	96,42	160,70	
188	137	173	6,204	8,12	3,26	-1,06	-8,33	-16,07	-158,40	
189	136	181	6,237	8,05	2,71	-2,12	-20,00	0,00	-50,51	
190	135	192	6,270	7,98	1,94	-1,06	-11,67	16,07	286,96	
191	135	192	6,303	7,98	1,94	-1,06	-1,06	16,07	241,05	
192	134	193	6,336	7,91	1,87	0,00	4,24	32,14	96,42	
193	135	188	6,369	7,98	2,22	1,06	5,30	0,00	48,21	
194	135	188	6,402	7,98	2,22	0,00	7,42	0,00	142,33	
195	135	181	6,435	7,98	2,71	1,06	14,70	0,00	236,46	
196	136	174	6,468	8,05	3,19	0,00	23,03	-32,14	16,07	
197	135	159	6,501	7,98	4,23	-1,06	15,76	48,21	-268,60	
198	135	159	6,534	7,98	4,23	3,18	5,30	64,28	144,63	
199	138	154	6,567	8,19	4,58	3,18	25,30	-48,21	332,87	
200	138	135	6,600	8,19	5,90	0,00	27,27	-32,14	-176,77	
201	138	128	6,633	8,19	6,38	1,06	13,64	16,07	-252,53	
202	139	122	6,666	8,26	6,80	1,06	10,61	-16,07	-110,19	
203	139	118	6,699	8,26	7,08	0,00	6,36	-16,07	-144,63	
204	139	116	6,732	8,26	7,22	0,00	1,06	0,00	-160,70	
205	139	117	6,765	8,26	7,15	0,00	-4,24	0,00	-160,70	
206	139	120	6,798	8,26	6,94	0,00	-9,55	-16,07	-142,33	
207	139	126	6,831	8,26	6,52	-1,06	-13,64	-32,14	-78,05	
208	138	133	6,864	8,19	6,04	-2,12	-14,70	32,14	29,84	
209	137	140	6,897	8,12	5,55	1,06	-11,67	16,07	-158,40	
210	139	144	6,930	8,26	5,27	-1,06	-25,15	-64,28	-284,66	
211	136	164	6,963	8,05	3,89	-3,18	-30,45	0,00	110,19	
212	136	173	6,996	8,05	3,26	-1,06	-17,88	32,14	222,68	
213	135	181	7,029	7,98	2,71	-1,06	-15,76	16,07	110,19	
214	135	188	7,062	7,98	2,22	0,00	-10,61	0,00	174,47	
215	135	191	7,095	7,98	2,01	-1,06	-4,24	0,00	176,77	
216	134	192	7,128	7,91	1,94	0,00	1,06	32,14	160,70	
217	135	190	7,161	7,98	2,08	1,06	6,36	16,07	144,63	
218	135	186	7,194	7,98	2,36	1,06	10,61	16,07	126,26	
219	136	180	7,227	8,05	2,78	2,12	14,70	16,07	94,12	
220	137	172	7,260	8,12	3,33	2,12	16,82	16,07	0,00	
221	138	164	7,293	8,19	3,89	3,18	14,70	0,00	110,19	
222	140	158	7,326	8,33	4,30	2,12	24,09	-48,21	144,63	
223	140	141	7,359	8,33	5,48	0,00	24,24	-16,07	-158,40	
224	140	135	7,392	8,33	5,90	1,06	13,64	16,07	-160,70	
225	141	128	7,425	8,40	6,38	1,06	13,64	-16,07	-45,91	
226	141	122	7,458	8,40	6,80	0,00	10,61	-16,07	-126,26	
227	141	118	7,491	8,40	7,08	0,00	5,30	0,00	-144,63	
228	141	117	7,524	8,40	7,15	0,00	1,06	0,00	-96,42	
229	141	117	7,557	8,40	7,15	0,00	-1,06	-16,07	-176,77	
230	141	118	7,590	8,40	7,08	-1,06	-10,61	-32,14	-254,82	
231	140	127	7,623	8,33	6,45	-2,12	-17,88	-16,07	-61,98	
232	139	135	7,656	8,26	5,90	-2,12	-14,70	48,21	96,42	
233	138	141	7,689	8,19	5,48	1,06	-11,52	0,00	-158,40	
234	140	146	7,722	8,33	5,14	-2,12	-25,15	-80,35	-128,56	
235	136	165	7,755	8,05	3,82	-4,24	-20,00	16,07	236,46	
236	136	165	7,788	8,05	3,82	-1,06	-9,55	48,21	48,21	
237	135	174	7,821	7,98	3,19	-1,06	-16,82	16,07	34,44	
238	135	181	7,854	7,98	2,71	0,00	-7,27	0,00	110,19	
239	135	181	7,887	7,98	2,71	-1,06	-9,55	-16,07	-50,51	
240	134	190	7,920	7,91	2,08	-1,06	-10,61	0,00	160,70	
241	134	191	7,953	7,91	2,01	-1,06	1,06	16,07	257,12	
242	133	189	7,986	7,84	2,15	0,00	6,36	32,14	158,40	
243	134	185	8,019	7,91	2,43	1,06	11,52	16,07	142,33	
244	134	178	8,052	7,91	2,91	1,06	15,76	16,07	66,57	
245	135	170	8,085	7,98	3,47	2,12	15,91	-48,21	-48,21	
246	136	163	8,118	8,05	3,96	-2,12	12,58	-16,07	123,97	
247	133	158	8,151	7,84	4,30	1,06	24,09	112,49	176,77	
248	137	140	8,184	8,12	5,55	5,30	24,24	16,07	-174,47	
249	138	135	8,217	8,19	5,90	2,12	12,58	-48,21	-160,70	
250	139	128	8,250	8,26	6,38	2,12	13,64	-16,07	-45,91	
251	140	122	8,283	8,33	6,80	1,06	9,55	-32,14	-142,33	
252	140	119	8,316	8,33	7,01	0,00	4,24	-16,07	-144,63	
253	140	118	8,349	8,33	7,08	0,00	0,00	0,00	-144,63	
254	140	119	8,382	8,33	7,01	0,00	-5,30	0,00	-160,70	
255	140	123	8,415	8,33	6,73	0,00	-10,61	-16,07	-126,26	
256	140	129	8,448	8,33	6,31	-1,06	-13,64	-16,07	-29,84	
257	139	136	8,481	8,26	5,83	-1,06	-12,58	0,00	-176,77	
258	139	141	8,514	8,26	5,48	-1,06	-25,30	-16,07	-206,61	
259	138	160	8,547	8,19	4,16	-2,12	-26,21	-16,07	160,70	
260	137	166	8,580	8,12	3,75	-2,12	-14,70	16,07	158,40	
261	136	174	8,613	8,05	3,19	-1,06	-15,76	16,07	16,07	
262	136	181	8,646	8,05	2,71	-1,06	-13,64	0,00	110,19	
263	135	187	8,679	7,98	2,29	-1,06	-8,48	16,07	158,40	
264	135	189	8,712	7,98	2,15	0,00	-3,18	16,07	144,63	
265	135	190	8,745	7,98	2,08	0,00	1,06	16,07	160,70	
266	135	188	8,778	7,98	2,22	1,06	7,42	16,07	158,40	
267	136	183	8,811	8,05	2,57	1,06	11,52	-16,07	110,19	
268	136	177	8,844	8,05	2,98	0,00	14,70	0,00	64,28	
269	136	169	8,877	8,05	3,54	1,06	15,76			
270	137	162	8,910	8,12	4,02					
										
272	137	152	8,976	8,12	4,72					
273	139	134	9,009	8,26	5,97	2,12	25,15			
274	139	128	9,042	8,26	6,38	0,00	11,52	-32,14	-252,53	
275	139	123	9,075	8,26	6,73	0,00	8,48	16,07	-110,19	
276	139	120	9,108	8,26	6,94	1,06	4,24	16,07	-112,49	
277	140	119	9,141	8,33	7,01	1,06	1,06	-32,14	-96,42	
278	140	119	9,174	8,33	7,01	-1,06	-2,12	-32,14	-96,42	
279	139	121	9,207	8,26	6,87	-1,06	-5,30	16,07	-126,26	
280	139	124	9,240	8,26	6,66	0,00	-10,45	0,00	-126,26	
281	139	131	9,273	8,26	6,18	-1,06	-13,64	-32,14	-2,30	
282	138	137	9,306	8,19	5,76	-2,12	-10,61	-16,07	-160,70	
283	137	141	9,339	8,12	5,48	-2,12	-24,24	16,07	-236,46	
284	136	160	9,372	8,05	4,16	-1,06	-26,21	16,07	144,63	
285	136	166	9,405	8,05	3,75	-1,06	-14,70	0,00	158,40	
286	135	174	9,438	7,98	3,19	-1,06	-15,76	0,00	32,14	
287	135	181	9,471	7,98	2,71	-1,06	-12,58	0,00	110,19	
288	134	186	9,504	7,91	2,36	-1,06	-8,48	16,07	158,40	
289	134	189	9,537	7,91	2,15	0,00	-2,12	32,14	176,77	
290	134	188	9,570	7,91	2,22	1,06	3,18	16,07	128,56	
291	135	186	9,603	7,98	2,36	1,06	6,36	0,00	126,26	
292	135	182	9,636	7,98	2,64	1,06	11,52	16,07	126,26	
293	136	175	9,669	8,05	3,12	2,12	14,70	0,00	48,21	
294	137	168	9,702	8,12	3,61	1,06	14,70			
295	137	161	9,735	8,12	4,09					
										
297	139	140	9,801	8,26	5,55					
298	140	134	9,834	8,33	5,97	1,06	12,58			
299	140	128	9,867	8,33	6,38	0,00	11,52	0,00	-61,98	
300	140	123	9,900	8,33	6,73	1,06	8,48	16,07	-126,26	
301	141	120	9,933	8,40	6,94	1,06	3,18	-32,14	-160,70	
302	141	120	9,966	8,40	6,94	-1,06	-2,12	-32,14	-144,63	
303	140	122	9,999	8,33	6,80	-1,06	-6,36	0,00	-126,26	
304	140	126	10,032	8,33	6,52	-1,06	-10,45	0,00	-94,12	
305	139	132	10,065	8,26	6,11	-1,06	-12,58			
306	139	138	10,098	8,26	5,69					
										
308	137	161	10,164	8,12	4,09					
309	136	167	10,197	8,05	3,68	-1,06	-14,70			
310	136	175	10,230	8,05	3,12	-1,06	-14,70	0,00	64,28	
311	135	181	10,263	7,98	2,71	-1,06	-10,45	0,00	110,19	
312	135	185	10,296	7,98	2,43	-1,06	-7,42	0,00	126,26	
313	134	188	10,329	7,91	2,22	-1,06	-2,12	16,07	160,70	
314	134	187	10,362	7,91	2,29	0,00	3,18	32,14	144,63	
315	134	185	10,395	7,91	2,43	1,06	7,42	16,07	126,26	
316	135	180	10,428	7,98	2,78	1,06	11,52	0,00	110,19	
317	135	174	10,461	7,98	3,19	1,06	14,70	0,00	48,21	
318	136	166	10,494	8,05	3,75	1,06	14,70			
319	136	160	10,527	8,05	4,16					
										
										
322	138	139	10,626	8,19	5,62					
323	139	128	10,659	8,26	6,38	1,06	11,52			
324	139	128	10,692	8,26	6,38	0,00	4,24	0,00	-61,98	
325	139	124	10,725	8,26	6,66	1,06	7,42	16,07	-16,07	
326	140	121	10,758	8,33	6,87	1,06	3,18	-16,07	-144,63	
327	140	121	10,791	8,33	6,87	0,00	-2,12	-32,14	-160,70	
328	140	123	10,824	8,33	6,73	-1,06	-7,42	-16,07	-126,26	
329	139	128	10,857	8,26	6,38	-1,06	-10,45	0,00	-61,98	
330	139	133	10,890	8,26	6,04	-1,06	-11,52			
331	138	139	10,923	8,19	5,62					
										
333	137	148	10,989	8,12	5,00					
334	136	168	11,022	8,05	3,61	-1,06	-28,48			
335	136	175	11,055	8,05	3,12	-1,06	-13,64	0,00	273,19	
336	135	181	11,088	7,98	2,71	-1,06	-10,45	16,07	110,19	
337	135	185	11,121	7,98	2,43	0,00	-6,36	16,07	142,33	
338	135	187	11,154	7,98	2,29	0,00	-1,06	0,00	160,70	
339	135	186	11,187	7,98	2,36	0,00	4,24	16,07	128,56	
340	135	183	11,220	7,98	2,57	1,06	7,42	16,07	94,12	
341	136	179	11,253	8,05	2,85	1,06	10,45	0,00	110,19	
342	136	173	11,286	8,05	3,26	1,06	14,70	0,00	48,21	
343	137	165	11,319	8,12	3,82	1,06	13,64			
344	137	160	11,352	8,12	4,16					
										
346	139	139	11,418	8,26	5,62					
347	139	134	11,451	8,26	5,97	1,06	11,52			
348	140	128	11,484	8,33	6,38	1,06	10,45	-16,07	-78,05	
349	140	124	11,517	8,33	6,66	0,00	6,36	-16,07	-126,26	
350	140	122	11,550	8,33	6,80	0,00	2,12	-16,07	-144,63	
351	140	122	11,583	8,33	6,80	-1,06	-3,18	-16,07	-144,63	
352	139	125	11,616	8,26	6,59	-1,06	-7,42	16,07	-110,19	
353	139	129	11,649	8,26	6,31	0,00	-10,45	0,00	-61,98	
354	139	135	11,682	8,26	5,90	-1,06	-11,52			
355	138	140	11,715	8,19	5,55					
										
357	136	162	11,781	8,05	4,02					
358	136	168	11,814	8,05	3,61	-1,06	-13,64			
359	135	175	11,847	7,98	3,12	-1,06	-12,58	16,07	64,28	
360	135	180	11,880	7,98	2,78	0,00	-9,39	16,07	126,26	
361	135	184	11,913	7,98	2,50	0,00	-4,24	-16,07	110,19	
362	135	184	11,946	7,98	2,50	-1,06	-2,12	-16,07	48,21	
363	134	186	11,979	7,91	2,36	-1,06	-1,06	32,14	174,47	
364	134	185	12,012	7,91	2,43	1,06	9,39	48,21	238,75	
365	135	177	12,045	7,98	2,98	2,12	14,70	0,00	-45,91	
366	136	171	12,078	8,05	3,40	1,06	6,36	-16,07	-110,19	
367	136	171	12,111	8,05	3,40	1,06	7,42	0,00	94,12	
368	137	164	12,144	8,12	3,89	1,06	12,58	0,00	236,46	
369	137	159	12,177	8,12	4,23	1,06	23,03	0,00	80,35	
370	138	142	12,210	8,19	5,41	1,06	17,88	0,00	-220,39	
371	138	142	12,243	8,19	5,41	1,06	8,48	16,07	-48,21	
372	139	134	12,276	8,26	5,97	2,12	14,70	0,00	13,77	
373	140	128	12,309	8,33	6,38	1,06	9,39	-32,14	-142,33	
374	140	125	12,342	8,33	6,59	0,00	5,30	-16,07	-110,19	
375	140	123	12,375	8,33	6,73	0,00	2,12	0,00	-128,56	
376	140	123	12,408	8,33	6,73	0,00	-3,18	0,00	-142,33	
377	140	126	12,441	8,33	6,52	0,00	-7,27	-16,07	-110,19	
378	140	130	12,474	8,33	6,25	-1,06	-10,45	-16,07	-50,51	
379	139	136	12,507	8,26	5,83	-1,06	-10,61	-48,21	-192,84	
380	139	140	12,540	8,26	5,55	-4,24	-23,18	-16,07	-190,54	
381	135	158	12,573	7,98	4,30	-2,12	-23,18	96,42	192,84	
382	137	162	12,606	8,12	4,02	2,12	-10,45	16,07	144,63	
383	137	168	12,639	8,12	3,61	-1,06	-13,64	-64,28	-32,14	
384	136	175	12,672	8,05	3,12	-2,12	-12,58	0,00	64,28	
385	135	180	12,705	7,98	2,78	-1,06	-9,39	32,14	110,19	
386	135	184	12,738	7,98	2,50	0,00	-5,30	16,07	142,33	
387	135	185	12,771	7,98	2,43	0,00	0,00	0,00	144,63	
388	135	184	12,804	7,98	2,50	0,00	4,24	0,00	126,26	
389	135	181	12,837	7,98	2,71	0,00	8,33	16,07	110,19	
390	135	176	12,870	7,98	3,05	1,06	11,52	16,07	82,64	
391	136	170	12,903	8,05	3,47	1,06	13,79	-16,07	0,00	
392	136	163	12,936	8,05	3,96	0,00	11,52	32,14	-98,71	
393	136	159	12,969	8,05	4,23	3,18	7,27	32,14	160,70	
394	139	156	13,002	8,26	4,44	2,12	22,12	-48,21	257,12	
395	138	138	13,035	8,19	5,69	0,00	24,24	-16,07	-192,84	
396	139	133	13,068	8,26	6,04	1,06	9,39	0,00	-241,05	
397	139	129	13,101	8,26	6,31	0,00	8,33	-16,07	-61,98	
398	139	125	13,134	8,26	6,59	0,00	5,30	0,00	-126,26	
399	139	124	13,167	8,26	6,66	0,00	0,00	0,00	-128,56	
400	139	125	13,200	8,26	6,59	0,00	-3,18	0,00	-110,19	
401	139	127	13,233	8,26	6,45	0,00	-7,27	0,00	-29,84	
402	139	132	13,266	8,26	6,11	0,00	-5,15	0,00	29,84	
403	139	132	13,299	8,26	6,11	0,00	-5,30	0,00	-2,30	
404	139	137	13,332	8,26	5,76	0,00	-5,30	0,00	-32,14	
