Table1
title=_t	_x	_y	t	x	y	v_x	v_y	a_x	a_y	
614	148	130	20,262	8,33	5,86	-1,97	-13,94	2,30	103,31	
615	147	137	20,295	8,27	5,40	-0,91	-6,97	29,84	107,90	
616	147	137	20,328	8,27	5,40	0,00	-6,82	-2,30	-146,92	
617	147	144	20,361	8,27	4,95	-1,06	-16,67	-29,84	-91,83	
618	146	154	20,394	8,20	4,30	-1,97	-12,88	2,30	206,61	
619	145	157	20,427	8,14	4,10	-0,91	-3,03	29,84	181,36	
620	145	157	20,460	8,14	4,10	0,00	-0,91	13,77	45,91	
621	145	158	20,493	8,14	4,04	0,00	0,00	0,00	73,46	
622	145	157	20,526	8,14	4,10	0,00	3,94	0,00	45,91	
623	145	154	20,559	8,14	4,30	0,00	3,03	13,77	59,69	
624	145	154	20,592	8,14	4,30	0,91	7,88	13,77	146,92	
625	146	146	20,625	8,20	4,82	0,91	12,73	2,30	29,84	
626	146	141	20,658	8,20	5,14	1,06	9,85	2,30	-27,55	
627	147	136	20,691	8,27	5,47	1,06	10,91	-16,07	13,77	
628	147	130	20,724	8,27	5,86	0,00	10,76	-2,30	-16,07	
629	147	125	20,757	8,27	6,18	0,91	9,85	13,77	-41,32	
630	148	120	20,790	8,33	6,51	0,91	8,03	-13,77	-73,46	
631	148	117	20,823	8,33	6,71	0,00	5,00	-13,77	-78,05	
632	148	115	20,856	8,33	6,84	0,00	2,88	0,00	-75,76	
633	148	114	20,889	8,33	6,90	0,00	0,00	0,00	-87,24	
634	148	115	20,922	8,33	6,84	0,00	-2,88	-13,77	-59,69	
635	148	117	20,955	8,33	6,71	-0,91	-3,94	-13,77	-32,14	
636	147	119	20,988	8,27	6,58	-0,91	-5,00	13,77	-45,91	
637	147	122	21,021	8,27	6,38	0,00	-6,97	13,77	-43,62	
638	147	126	21,054	8,27	6,12	0,00	-7,88	-16,07	-29,84	
639	147	130	21,087	8,27	5,86	-1,06	-8,94	-16,07	-16,07	
640	146	135	21,120	8,20	5,53	-1,06	-8,94	16,07	32,14	
641	146	139	21,153	8,20	5,27	0,00	-6,82	2,30	61,98	
642	146	142	21,186	8,20	5,08	-0,91	-4,85	-13,77	43,62	
643	145	144	21,219	8,14	4,95	-0,91	-3,94	27,55	43,62	
644	145	146	21,252	8,14	4,82	0,91	-1,97	13,77	73,46	
645	146	146	21,285	8,20	4,82	0,00	0,91	-27,55	59,69	
646	145	145	21,318	8,14	4,88	-0,91	1,97	0,00	16,07	
647	145	144	21,351	8,14	4,95	0,00	1,97	27,55	13,77	
648	145	143	21,384	8,14	5,01	0,91	2,88	13,77	45,91	
649	146	141	21,417	8,20	5,14	0,91	5,00	-13,77	45,91	
650	146	138	21,450	8,20	5,34	0,00	5,91	-13,77	-2,30	
651	146	135	21,483	8,20	5,53	0,00	4,85	0,00	-13,77	
652	146	133	21,516	8,20	5,66	0,00	5,00	16,07	2,30	
653	146	130	21,549	8,20	5,86	1,06	5,00	16,07	-45,91	
654	147	128	21,582	8,27	5,99	1,06	1,97	-16,07	-61,98	
655	147	128	21,615	8,27	5,99	0,00	0,91	-16,07	-16,07	
656	147	127	21,648	8,27	6,05	0,00	0,91	0,00	2,30	
657	147	127	21,681	8,27	6,05	0,00	1,06	0,00	2,30	
658	147	126	21,714	8,27	6,12	0,00	1,06	0,00	-32,14	
659	147	126	21,747	8,27	6,12	0,00	-1,06	0,00	-45,91	
660	147	127	21,780	8,27	6,05	0,00	-1,97	0,00	2,30	
661	147	128	21,813	8,27	5,99	0,00	-0,91	0,00	0,00	
662	147	128	21,846	8,27	5,99	0,00	-1,97	0,00	-32,14	
663	147	130	21,879	8,27	5,86	0,00	-3,03	0,00	0,00	
664	147	131	21,912	8,27	5,79	0,00	-1,97	0,00	16,07	
665	147	132	21,945	8,27	5,73	0,00	-1,97	-16,07	0,00	
666	147	133	21,978	8,27	5,66	-1,06	-1,97	-16,07	16,07	
667	146	134	22,011	8,20	5,60	-1,06	-0,91	16,07	29,84	
668	146	134	22,044	8,20	5,60	0,00	0,00	16,07	13,77	
669	146	134	22,077	8,20	5,60	0,00	0,00	0,00	0,00	
670	146	134	22,110	8,20	5,60	0,00	0,00	0,00	0,00	
671	146	134	22,143	8,20	5,60	0,00	0,00	0,00	0,00	
672	146	134	22,176	8,20	5,60	0,00	0,00	0,00	0,00	
673	146	134	22,209	8,20	5,60	0,00	0,00	0,00	0,00	
674	146	134	22,242	8,20	5,60	0,00	0,00	0,00	0,00	
675	146	134	22,275	8,20	5,60	0,00	0,00	16,07	0,00	
676	146	134	22,308	8,20	5,60	1,06	0,00	16,07	0,00	
677	147	134	22,341	8,27	5,60	1,06	0,00	-16,07	0,00	
678	147	134	22,374	8,27	5,60	0,00	0,00	-16,07	0,00	
679	147	134	22,407	8,27	5,60	0,00	0,00	0,00	0,00	
680	147	134	22,440	8,27	5,60	0,00	0,00	0,00	0,00	
681	147	134	22,473	8,27	5,60	0,00	0,00	0,00	0,00	
682	147	134	22,506	8,27	5,60	0,00	0,00	0,00	0,00	
683	147	134	22,539	8,27	5,60	0,00	0,00	0,00	0,00	
684	147	134	22,572	8,27	5,60	0,00	0,00	0,00	13,77	
685	147	134	22,605	8,27	5,60	0,00	0,91	-16,07	0,00	
686	147	133	22,638	8,27	5,66	-1,06	0,00	-16,07	-13,77	
687	146	134	22,671	8,20	5,60	-1,06	0,00	16,07	13,77	
688	146	133	22,704	8,20	5,66	0,00	0,91	16,07	0,00	
689	146	133	22,737	8,20	5,66	0,00	0,00	0,00	-13,77	
690	146	133	22,770	8,20	5,66	0,00	0,00	0,00	0,00	
691	146	133	22,803	8,20	5,66	0,00	0,00			
692	146	133	22,836	8,20	5,66					
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
