Table1
title=_t	_x	_y	t	x	y	v_x	v_y	a_x	a_y	
97	143	115	3,201	8,83	7,53	0,00	-4,24	-18,37	-179,06	
98	143	119	3,234	8,83	7,25	-1,21	-10,76	-34,44	-167,58	
99	142	125	3,267	8,75	6,82	-2,27	-15,30	2,30	-133,15	
100	141	133	3,300	8,68	6,24	-1,06	-19,55	18,37	-96,42	
101	141	143	3,333	8,68	5,53	-1,06	-21,67	-32,14	-50,51	
102	140	153	3,366	8,61	4,81	-3,18	-22,88	-32,14	-18,37	
103	138	164	3,399	8,47	4,02	-3,18	-22,88	32,14	181,36	
104	137	174	3,432	8,40	3,30	-1,06	-10,91	29,84	199,72	
105	137	174	3,465	8,40	3,30	-1,21	-9,70	-18,37	-146,92	
106	136	183	3,498	8,32	2,66	-2,27	-20,61	-13,77	-18,37	
107	135	193	3,531	8,25	1,94	-2,12	-10,91	18,37	312,21	
108	134	193	3,564	8,18	1,94	-1,06	0,00	32,14	181,36	
109	134	193	3,597	8,18	1,94	0,00	1,06	0,00	98,71	
110	134	192	3,630	8,18	2,01	-1,06	6,52	0,00	165,29	
111	133	187	3,663	8,11	2,37	0,00	11,97	32,14	0,00	
112	134	181	3,696	8,18	2,80	1,06	6,52	0,00	114,78	
113	134	181	3,729	8,18	2,80	0,00	19,55	0,00	362,72	
114	134	163	3,762	8,18	4,09	1,06	30,45	16,07	16,07	
115	135	153	3,795	8,25	4,81	1,06	20,61	0,00	-165,29	
116	135	144	3,828	8,25	5,45	1,06	19,55	0,00	-32,14	
117	136	135	3,861	8,32	6,10	1,06	18,48	2,30	-48,21	
118	136	127	3,894	8,32	6,67	1,21	16,36	2,30	-114,78	
119	137	120	3,927	8,40	7,18	1,21	10,91	-2,30	-167,58	
120	137	117	3,960	8,40	7,39	1,06	5,30	-2,30	-149,22	
121	138	115	3,993	8,47	7,53	1,06	1,06	-16,07	-160,70	
122	138	116	4,026	8,47	7,46	0,00	-5,30	-16,07	-197,43	
123	138	120	4,059	8,47	7,18	0,00	-11,97	0,00	-167,58	
124	138	127	4,092	8,47	6,67	0,00	-16,36	0,00	-114,78	
125	138	135	4,125	8,47	6,10	0,00	-19,55	-16,07	-82,64	
126	138	145	4,158	8,47	5,38	-1,06	-21,82	-16,07	-32,14	
127	137	155	4,191	8,40	4,66	-1,06	-21,67	16,07	2,30	
128	137	165	4,224	8,40	3,95	0,00	-21,67	16,07	32,14	
129	137	175	4,257	8,40	3,23	0,00	-19,55	-18,37	96,42	
130	137	183	4,290	8,40	2,66	-1,21	-15,30	0,00	146,92	
131	136	189	4,323	8,32	2,22	0,00	-9,85	36,73	183,65	
132	137	192	4,356	8,40	2,01	1,21	-3,18	0,00	181,36	
133	137	192	4,389	8,40	2,01	0,00	2,12	-2,30	146,92	
134	137	190	4,422	8,40	2,15	1,06	6,52	16,07	149,22	
135	138	186	4,455	8,47	2,44	1,06	11,97	0,00	149,22	
136	138	179	4,488	8,47	2,94	1,06	16,36	16,07	98,71	
137	139	171	4,521	8,54	3,52	2,12	18,48	0,00	64,28	
138	140	162	4,554	8,61	4,16	1,06	20,61	-32,14	34,44	
139	140	152	4,587	8,61	4,88	0,00	20,76	0,00	-16,07	
140	140	143	4,620	8,61	5,53	1,06	19,55	16,07	-52,80	
141	141	134	4,653	8,68	6,17	1,06	17,27	-16,07	-82,64	
142	141	127	4,686	8,68	6,67	0,00	14,09	-16,07	-96,42	
143	141	121	4,719	8,68	7,10	0,00	10,91	-16,07	-130,85	
144	141	117	4,752	8,68	7,39	-1,06	5,45	-16,07	-149,22	
145	140	116	4,785	8,61	7,46	-1,06	1,06	16,07	-114,78	
146	140	116	4,818	8,61	7,46	0,00	-2,12	0,00	-114,78	
147	140	118	4,851	8,61	7,32	-1,06	-6,52	-16,07	-34,44	
148	139	122	4,884	8,54	7,03	-1,06	-4,39	0,00	-130,85	
149	139	122	4,917	8,54	7,03	-1,06	-15,15	0,00	-162,99	
150	138	136	4,950	8,47	6,03	-1,06	-15,15	-18,37	-101,01	
151	138	136	4,983	8,47	6,03	-2,27	-21,82	-34,44	-264,00	
152	136	156	5,016	8,32	4,59	-3,33	-32,58	2,30	18,37	
153	135	166	5,049	8,25	3,88	-2,12	-20,61	34,44	344,35	
154	134	175	5,082	8,18	3,23	-1,06	-9,85	16,07	98,71	
155	134	175	5,115	8,18	3,23	-1,06	-14,09	-16,07	-114,78	
156	133	188	5,148	8,11	2,30	-2,12	-17,42	16,07	162,99	
157	132	191	5,181	8,04	2,08	0,00	-3,33	48,21	296,14	
158	133	191	5,214	8,11	2,08	1,06	2,12	0,00	165,29	
159	133	189	5,247	8,11	2,22	0,00	7,58	0,00	149,22	
160	133	184	5,280	8,11	2,58	1,06	11,97	32,14	133,15	
161	134	178	5,313	8,18	3,01	2,12	16,36	16,07	117,08	
162	135	169	5,346	8,25	3,66	2,12	19,70	2,30	48,21	
163	136	160	5,379	8,32	4,31	2,27	19,55	2,30	-2,30	
164	137	151	5,412	8,40	4,95	2,27	19,55	-2,30	-16,07	
165	138	142	5,445	8,47	5,60	2,12	18,48	-2,30	-32,14	
166	139	134	5,478	8,54	6,17	2,12	17,42	0,00	-66,57	
167	140	126	5,511	8,61	6,75	2,12	14,09	-16,07	-133,15	
168	141	121	5,544	8,68	7,10	1,06	8,64	-32,14	-146,92	
169	141	118	5,577	8,68	7,32	0,00	4,39	0,00	-146,92	
170	141	117	5,610	8,68	7,39	1,06	-1,06	0,00	-181,36	
171	142	119	5,643	8,75	7,25	0,00	-7,58	-32,14	-165,29	
172	141	124	5,676	8,68	6,89	-1,06	-11,97	0,00	-117,08	
173	141	130	5,709	8,68	6,46	0,00	-15,30	0,00	-114,78	
174	141	138	5,742	8,68	5,88	-1,06	-19,55	-32,14	-80,35	
175	140	148	5,775	8,61	5,17	-2,12	-20,61	0,00	-18,37	
176	139	157	5,808	8,54	4,52	-1,06	-20,76	16,07	0,00	
177	139	167	5,841	8,54	3,80	-1,06	-20,61	-16,07	52,80	
178	138	176	5,874	8,47	3,16	-2,12	-17,27	-18,37	114,78	
179	137	183	5,907	8,40	2,66	-2,27	-13,03	13,77	144,63	
180	136	188	5,940	8,32	2,30	-1,21	-7,73	34,44	162,99	
181	136	190	5,973	8,32	2,15	0,00	-2,27	18,37	167,58	
182	136	190	6,006	8,32	2,15	0,00	3,33	0,00	151,52	
183	136	187	6,039	8,32	2,37	0,00	7,73	0,00	130,85	
184	136	183	6,072	8,32	2,66	0,00	11,97	0,00	128,56	
185	136	176	6,105	8,32	3,16	0,00	16,21	0,00	-50,51	
186	136	168	6,138	8,32	3,73	0,00	8,64	0,00	-96,42	
187	136	168	6,171	8,32	3,73	0,00	9,85	18,37	314,51	
188	136	159	6,204	8,32	4,38	1,21	29,39	18,37	277,78	
189	137	141	6,237	8,40	5,67	1,21	28,18	-18,37	-197,43	
190	137	133	6,270	8,40	6,24	0,00	16,36	-18,37	-229,57	
191	137	126	6,303	8,40	6,75	0,00	13,03	16,07	-117,08	
192	137	121	6,336	8,40	7,10	1,06	8,64	16,07	-146,92	
193	138	118	6,369	8,47	7,32	1,06	3,33	-16,07	-130,85	
194	138	118	6,402	8,47	7,32	0,00	0,00	-16,07	-82,64	
195	138	118	6,435	8,47	7,32	0,00	-2,12	0,00	-32,14	
196	138	120	6,468	8,47	7,18	0,00	-2,12	-16,07	-149,22	
197	138	120	6,501	8,47	7,18	-1,06	-11,97	-16,07	-298,44	
198	137	131	6,534	8,40	6,39	-1,06	-21,82	-2,30	-114,78	
199	137	140	6,567	8,40	5,74	-1,21	-19,55	-2,30	34,44	
200	136	149	6,600	8,32	5,10	-1,21	-19,55	18,37	-18,37	
201	136	158	6,633	8,32	4,45	0,00	-20,76	2,30	0,00	
202	136	168	6,666	8,32	3,73	-1,06	-19,55	-16,07	68,87	
203	135	176	6,699	8,25	3,16	-1,06	-16,21	16,07	114,78	
204	135	183	6,732	8,25	2,66	0,00	-11,97	16,07	144,63	
205	135	187	6,765	8,25	2,37	0,00	-6,67	16,07	146,92	
206	135	189	6,798	8,25	2,22	1,06	-2,27	16,07	151,52	
207	136	189	6,831	8,32	2,22	1,06	3,33	2,30	167,58	
208	136	186	6,864	8,32	2,44	1,21	8,79	18,37	130,85	
209	137	181	6,897	8,40	2,80	2,27	11,97	-2,30	96,42	
210	138	175	6,930	8,47	3,23	1,06	15,15	-18,37	98,71	
211	138	167	6,963	8,47	3,80	1,06	18,48	16,07	68,87	
212	139	158	6,996	8,54	4,45	2,12	19,70	16,07	16,07	
213	140	149	7,029	8,61	5,10	2,12	19,55	-16,07	-36,73	
214	141	140	7,062	8,68	5,74	1,06	17,27	-32,14	-64,28	
215	141	133	7,095	8,68	6,24	0,00	15,30	-16,07	-80,35	
216	141	126	7,128	8,68	6,75	0,00	11,97	0,00	-117,08	
217	141	122	7,161	8,68	7,03	0,00	7,58	0,00	-130,85	
218	141	119	7,194	8,68	7,25	0,00	3,33	0,00	-165,29	
219	141	119	7,227	8,68	7,25	0,00	-3,33	-16,07	-183,65	
220	141	122	7,260	8,68	7,03	-1,06	-8,79	-32,14	-130,85	
221	140	127	7,293	8,61	6,67	-2,12	-11,97	0,00	-96,42	
222	139	133	7,326	8,54	6,24	-1,06	-15,15	16,07	-98,71	
223	139	141	7,359	8,54	5,67	-1,06	-18,48	-16,07	-66,57	
224	138	150	7,392	8,47	5,02	-2,12	-19,55	-34,44	-16,07	
225	137	159	7,425	8,40	4,38	-3,33	-19,55	-2,30	0,00	
226	135	168	7,458	8,25	3,73	-2,27	-19,55	50,51	149,22	
227	135	177	7,491	8,25	3,09	0,00	-9,70	2,30	213,50	
228	135	177	7,524	8,25	3,09	-2,12	-5,45	-32,14	-34,44	
229	133	182	7,557	8,11	2,73	-2,12	-11,97	16,07	-16,07	
230	133	188	7,590	8,11	2,30	-1,06	-6,52	32,14	229,57	
231	132	188	7,623	8,04	2,30	0,00	3,18	32,14	245,64	
232	133	185	7,656	8,11	2,51	1,06	9,70	16,07	149,22	
233	133	179	7,689	8,11	2,94	1,06	13,03	16,07	84,94	
234	134	173	7,722	8,18	3,37	2,12	15,30	0,00	-64,28	
235	135	165	7,755	8,25	3,95	1,06	8,79	-32,14	-84,94	
236	135	165	7,788	8,25	3,95	0,00	9,70	0,00	146,92	
237	135	156	7,821	8,25	4,59	1,06	18,48	34,44	117,08	
238	136	148	7,854	8,32	5,17	2,27	17,42	18,37	-16,07	
239	137	140	7,887	8,40	5,74	2,27	17,42	-18,37	-32,14	
240	138	132	7,920	8,47	6,32	1,06	15,30	-18,37	-101,01	
241	138	126	7,953	8,47	6,75	1,06	10,76	16,07	-133,15	
242	139	122	7,986	8,54	7,03	2,12	6,52	0,00	-128,56	
243	140	120	8,019	8,61	7,18	1,06	2,27	-32,14	-149,22	
244	140	120	8,052	8,61	7,18	0,00	-3,33	-16,07	-167,58	
245	140	123	8,085	8,61	6,96	0,00	-8,79	0,00	-130,85	
246	140	128	8,118	8,61	6,60	0,00	-11,97	-16,07	-112,49	
247	140	134	8,151	8,61	6,17	-1,06	-16,21	-16,07	-98,71	
248	139	143	8,184	8,54	5,53	-1,06	-18,48	0,00	-52,80	
249	139	151	8,217	8,54	4,95	-1,06	-19,70	-16,07	-16,07	
250	138	161	8,250	8,47	4,23	-2,12	-19,55	0,00	36,73	
251	137	169	8,283	8,40	3,66	-1,06	-17,27	13,77	82,64	
252	137	177	8,316	8,40	3,09	-1,21	-14,09	-2,30	112,49	
253	136	182	8,349	8,32	2,73	-1,21	-9,85	18,37	114,78	
254	136	186	8,382	8,32	2,44	0,00	-6,52	18,37	149,22	
255	136	188	8,415	8,32	2,30	0,00	0,00	0,00	162,99	
256	136	186	8,448	8,32	2,44	0,00	4,24	18,37	130,85	
257	136	184	8,481	8,32	2,58	1,21	8,64	0,00	151,52	
258	137	178	8,514	8,40	3,01	0,00	14,24	-18,37	101,01	
259	136	171	8,547	8,32	3,52	0,00	15,30	34,44	45,91	
260	137	164	8,580	8,40	4,02	2,27	17,27	16,07	48,21	
261	138	155	8,613	8,47	4,66	1,06	18,48	-34,44	2,30	
262	138	147	8,646	8,47	5,24	0,00	17,42	0,00	-32,14	
263	138	139	8,679	8,47	5,81	1,06	16,36	0,00	-66,57	
264	139	132	8,712	8,54	6,32	0,00	13,03	-32,14	-101,01	
265	138	127	8,745	8,47	6,67	-1,06	9,70	0,00	-98,71	
266	138	123	8,778	8,47	6,96	0,00	6,52	16,07	-114,78	
267	138	121	8,811	8,47	7,10	0,00	2,12	0,00	-146,92	
268	138	121	8,844	8,47	7,10	0,00	-3,18	-16,07	-162,99	
269	138	124	8,877	8,47	6,89	-1,06	-8,64	-16,07	-149,22	
270	137	129	8,910	8,40	6,53	-1,06	-13,03	16,07	-117,08	
271	137	136	8,943	8,40	6,03	0,00	-16,36	-2,30	-66,57	
272	137	144	8,976	8,40	5,45	-1,21	-17,42	-18,37	-32,14	
273	136	152	9,009	8,32	4,88	-1,21	-18,48	2,30	-16,07	
274	136	161	9,042	8,32	4,23	-1,06	-18,48	-13,77	18,37	
275	135	169	9,075	8,25	3,66	-2,12	-17,27	0,00	66,57	
276	134	177	9,108	8,18	3,09	-1,06	-14,09	32,14	179,06	
277	134	182	9,141	8,18	2,73	0,00	-5,45	16,07	162,99	
278	134	182	9,174	8,18	2,73	0,00	-3,33	0,00	0,00	
279	134	185	9,207	8,18	2,51	0,00	-5,45	16,07	101,01	
280	134	187	9,240	8,18	2,37	1,06	3,33	16,07	165,29	
281	135	182	9,273	8,25	2,73	1,06	5,45	0,00	32,14	
282	135	182	9,306	8,25	2,73	1,06	5,45	0,00	114,78	
283	136	177	9,339	8,32	3,09	1,06	13,03	18,37	162,99	
284	136	170	9,372	8,32	3,59	2,27	16,21	18,37	66,57	
285	138	162	9,405	8,47	4,16	2,27	17,42	-18,37	18,37	
286	138	154	9,438	8,47	4,74	1,06	17,42	-2,30	-18,37	
287	139	146	9,471	8,54	5,31	2,12	16,21	0,00	-32,14	
288	140	139	9,504	8,61	5,81	1,06	15,30	-16,07	-48,21	
289	140	132	9,537	8,61	6,32	1,06	13,03	0,00	-101,01	
290	141	127	9,570	8,68	6,67	1,06	8,64	-16,07	-114,78	
291	141	124	9,603	8,68	6,89	0,00	5,45	-16,07	-114,78	
292	141	122	9,636	8,68	7,03	0,00	1,06	0,00	-146,92	
293	141	123	9,669	8,68	6,96	0,00	-4,24	-16,07	-146,92	
294	141	126	9,702	8,68	6,75	-1,06	-8,64	-16,07	-135,45	
295	140	131	9,735	8,61	6,39	-1,06	-13,18	0,00	-101,01	
296	140	138	9,768	8,61	5,88	-1,06	-15,30	-16,07	-61,98	
297	139	145	9,801	8,54	5,38	-2,12	-17,27	-16,07	-48,21	
298	138	154	9,834	8,47	4,74	-2,12	-18,48	-2,30	-2,30	
299	137	162	9,867	8,40	4,16	-2,27	-17,42	-2,30	34,44	
300	136	170	9,900	8,32	3,59	-2,27	-16,21	18,37	66,57	
301	135	177	9,933	8,25	3,09	-1,06	-13,03	18,37	128,56	
302	135	182	9,966	8,25	2,73	-1,06	-7,73	0,00	130,85	
303	134	184	9,999	8,18	2,58	-1,06	-4,39	16,07	117,08	
304	134	186	10,032	8,18	2,44	0,00	0,00	16,07	149,22	
305	134	184	10,065	8,18	2,58	0,00	5,45	0,00	133,15	
306	134	181	10,098	8,18	2,80	0,00	8,79	0,00	114,78	
307	134	176	10,131	8,18	3,16	0,00	13,03	16,07	112,49	
308	134	169	10,164	8,18	3,66	1,06	16,21	32,14	66,57	
309	135	161	10,197	8,25	4,23	2,12	17,42	18,37	18,37	
310	136	153	10,230	8,32	4,81	2,27	17,42	-13,77	-18,37	
311	137	145	10,263	8,40	5,38	1,21	16,21	-18,37	-48,21	
312	137	138	10,296	8,40	5,88	1,06	14,24	-2,30	-64,28	
313	138	132	10,329	8,47	6,32	1,06	11,97	-16,07	-84,94	
314	138	127	10,362	8,47	6,67	0,00	8,64	0,00	-114,78	
315	138	124	10,395	8,47	6,89	1,06	4,39	0,00	-130,85	
316	139	123	10,428	8,54	6,96	0,00	0,00	-16,07	-133,15	
317	138	124	10,461	8,47	6,89	0,00	-4,39	16,07	-130,85	
318	139	127	10,494	8,54	6,67	1,06	-8,64	0,00	-13,77	
319	139	132	10,527	8,54	6,32	0,00	-5,30	-16,07	13,77	
320	139	132	10,560	8,54	6,32	0,00	-7,73	-16,07	-151,52	
321	139	139	10,593	8,54	5,81	-1,06	-15,30			
322	138	146	10,626	8,47	5,31					
